SAMPLE_ID1,SAMPLE_ID2,SAMPLE_ID3,LAB_L,LAB_A,LAB_B,nm380,nm390,nm400,nm410,nm420,nm430,nm440,nm450,nm460,nm470,nm480,nm490,nm500,nm510,nm520,nm530,nm540,nm550,nm560,nm570,nm580,nm590,nm600,nm610,nm620,nm630,nm640,nm650,nm660,nm670,nm680,nm690,nm700,nm710,nm720,nm730
"""TR651_T35_P12_dmin-2 M1""","""""","""""",89.54,-0.39,10.55,4.601437E-1,4.953038E-1,5.215691E-1,5.407192E-1,5.608656E-1,5.840599E-1,6.035817E-1,6.218221E-1,6.397921E-1,6.568071E-1,6.733392E-1,6.890436E-1,7.024103E-1,7.125569E-1,7.228843E-1,7.336936E-1,7.456627E-1,7.549154E-1,7.617617E-1,7.705515E-1,7.748729E-1,7.797096E-1,7.858557E-1,7.929946E-1,7.992510E-1,8.037214E-1,8.091592E-1,8.153132E-1,8.219153E-1,8.275233E-1,8.328494E-1,8.393769E-1,8.468976E-1,8.527274E-1,8.576320E-1,8.633638E-1
"""TR651_T35_P12_dmin-2 M2""","""""","""""",89.53,-0.39,10.66,0.000000E+0,0.000000E+0,5.215691E-1,5.434030E-1,5.613946E-1,5.833080E-1,6.025590E-1,6.209777E-1,6.388206E-1,6.557211E-1,6.723102E-1,6.879556E-1,7.014526E-1,7.118596E-1,7.222323E-1,7.330075E-1,7.450239E-1,7.546258E-1,7.617617E-1,7.705515E-1,7.748729E-1,7.797096E-1,7.858557E-1,7.929946E-1,7.992510E-1,8.037214E-1,8.091592E-1,8.153132E-1,8.219153E-1,8.275233E-1,8.328494E-1,8.393769E-1,8.468976E-1,8.527274E-1,8.576320E-1,8.633638E-1
"""TR651_T35_P13_dmax-0 M0""","""""","""""",40.18,5.51,7.51,9.425703E-2,9.516063E-2,9.296617E-2,8.989383E-2,8.793341E-2,8.758589E-2,8.750261E-2,8.760874E-2,8.837777E-2,8.969070E-2,9.144995E-2,9.319611E-2,9.529974E-2,9.688839E-2,9.894805E-2,1.019022E-1,1.051988E-1,1.084211E-1,1.117098E-1,1.158774E-1,1.198356E-1,1.244346E-1,1.296656E-1,1.355715E-1,1.420194E-1,1.484558E-1,1.556037E-1,1.633191E-1,1.716897E-1,1.799719E-1,1.888690E-1,1.983470E-1,2.080469E-1,2.178723E-1,2.275373E-1,2.372033E-1
"""TR651_T35_P13_dmax-0 M1""","""""","""""",40.18,5.51,7.51,9.425703E-2,9.516063E-2,9.296617E-2,9.000126E-2,8.799505E-2,8.759200E-2,8.751364E-2,8.762631E-2,8.839709E-2,8.972248E-2,9.145643E-2,9.321106E-2,9.528740E-2,9.687652E-2,9.893267E-2,1.019028E-1,1.052223E-1,1.084201E-1,1.117098E-1,1.158774E-1,1.198356E-1,1.244346E-1,1.296656E-1,1.355715E-1,1.420194E-1,1.484558E-1,1.556037E-1,1.633191E-1,1.716897E-1,1.799719E-1,1.888690E-1,1.983470E-1,2.080469E-1,2.178723E-1,2.275373E-1,2.372033E-1
"""TR651_T35_P13_dmax-0 M2""","""""","""""",40.18,5.48,7.57,0.000000E+0,0.000000E+0,9.296617E-2,8.952512E-2,8.779637E-2,8.757511E-2,8.746696E-2,8.753236E-2,8.831766E-2,8.962419E-2,9.143781E-2,9.317385E-2,9.531642E-2,9.690092E-2,9.895924E-2,1.019017E-1,1.051803E-1,1.084220E-1,1.117098E-1,1.158774E-1,1.198356E-1,1.244346E-1,1.296656E-1,1.355715E-1,1.420194E-1,1.484558E-1,1.556037E-1,1.633191E-1,1.716897E-1,1.799719E-1,1.888690E-1,1.983470E-1,2.080469E-1,2.178723E-1,2.275373E-1,2.372033E-1
"""TR651_T35_P13_dmax-1 M0""","""""","""""",40.31,5.58,7.52,9.473833E-2,9.619753E-2,9.339391E-2,9.072103E-2,8.882075E-2,8.854417E-2,8.815032E-2,8.821394E-2,8.892695E-2,9.027744E-2,9.197944E-2,9.370521E-2,9.577166E-2,9.738198E-2,9.953041E-2,1.024584E-1,1.058445E-1,1.090420E-1,1.125568E-1,1.168605E-1,1.207321E-1,1.252977E-1,1.305844E-1,1.366660E-1,1.431556E-1,1.495898E-1,1.568778E-1,1.646539E-1,1.730243E-1,1.814476E-1,1.904437E-1,1.999563E-1,2.097959E-1,2.194658E-1,2.291966E-1,2.389959E-1
"""TR651_T35_P13_dmax-1 M1""","""""","""""",40.31,5.58,7.51,9.473833E-2,9.619753E-2,9.339391E-2,9.079932E-2,8.889464E-2,8.855884E-2,8.818650E-2,8.824972E-2,8.893850E-2,9.028362E-2,9.197618E-2,9.373149E-2,9.578101E-2,9.738788E-2,9.957236E-2,1.024385E-1,1.058678E-1,1.090627E-1,1.125568E-1,1.168605E-1,1.207321E-1,1.252977E-1,1.305844E-1,1.366660E-1,1.431556E-1,1.495898E-1,1.568778E-1,1.646539E-1,1.730243E-1,1.814476E-1,1.904437E-1,1.999563E-1,2.097959E-1,2.194658E-1,2.291966E-1,2.389959E-1
"""TR651_T35_P13_dmax-1 M2""","""""","""""",40.31,5.55,7.58,0.000000E+0,0.000000E+0,9.339391E-2,9.045232E-2,8.865646E-2,8.851825E-2,8.803345E-2,8.805837E-2,8.889101E-2,9.026450E-2,9.198557E-2,9.366608E-2,9.575900E-2,9.737574E-2,9.949990E-2,1.024733E-1,1.058262E-1,1.090222E-1,1.125568E-1,1.168605E-1,1.207321E-1,1.252977E-1,1.305844E-1,1.366660E-1,1.431556E-1,1.495898E-1,1.568778E-1,1.646539E-1,1.730243E-1,1.814476E-1,1.904437E-1,1.999563E-1,2.097959E-1,2.194658E-1,2.291966E-1,2.389959E-1
"""TR651_T35_P13_dmax-2 M0""","""""","""""",39.87,5.55,7.48,9.587489E-2,9.420879E-2,9.197257E-2,8.902860E-2,8.671581E-2,8.612750E-2,8.590957E-2,8.616865E-2,8.700909E-2,8.806036E-2,8.965404E-2,9.153043E-2,9.336887E-2,9.514166E-2,9.733329E-2,1.000921E-1,1.033144E-1,1.064401E-1,1.097922E-1,1.140002E-1,1.179800E-1,1.224221E-1,1.276338E-1,1.335970E-1,1.398078E-1,1.460747E-1,1.531595E-1,1.610135E-1,1.693828E-1,1.775569E-1,1.863963E-1,1.957418E-1,2.053634E-1,2.148996E-1,2.245502E-1,2.339385E-1
"""TR651_T35_P13_dmax-2 M1""","""""","""""",39.87,5.55,7.47,9.587489E-2,9.420879E-2,9.197257E-2,8.909842E-2,8.674471E-2,8.611744E-2,8.592905E-2,8.618215E-2,8.701997E-2,8.806514E-2,8.965582E-2,9.152162E-2,9.337670E-2,9.515192E-2,9.728769E-2,1.001015E-1,1.033544E-1,1.064567E-1,1.097922E-1,1.140002E-1,1.179800E-1,1.224221E-1,1.276338E-1,1.335970E-1,1.398078E-1,1.460747E-1,1.531595E-1,1.610135E-1,1.693828E-1,1.775569E-1,1.863963E-1,1.957418E-1,2.053634E-1,2.148996E-1,2.245502E-1,2.339385E-1
"""TR651_T35_P13_dmax-2 M2""","""""","""""",39.87,5.52,7.52,0.000000E+0,0.000000E+0,9.197257E-2,8.878897E-2,8.665153E-2,8.614526E-2,8.584663E-2,8.610995E-2,8.697526E-2,8.805034E-2,8.965070E-2,9.154355E-2,9.335829E-2,9.513084E-2,9.736645E-2,1.000850E-1,1.032830E-1,1.064242E-1,1.097922E-1,1.140002E-1,1.179800E-1,1.224221E-1,1.276338E-1,1.335970E-1,1.398078E-1,1.460747E-1,1.531595E-1,1.610135E-1,1.693828E-1,1.775569E-1,1.863963E-1,1.957418E-1,2.053634E-1,2.148996E-1,2.245502E-1,2.339385E-1
"""TR651_T35_P13_dmin-0 M0""","""""","""""",88.00,-0.04,13.05,4.030390E-1,4.368556E-1,4.628349E-1,4.833163E-1,5.032089E-1,5.253729E-1,5.448903E-1,5.645502E-1,5.847601E-1,6.039336E-1,6.223701E-1,6.399575E-1,6.556771E-1,6.686044E-1,6.813854E-1,6.950709E-1,7.097688E-1,7.221200E-1,7.317037E-1,7.428576E-1,7.486540E-1,7.548340E-1,7.625888E-1,7.712200E-1,7.790054E-1,7.843710E-1,7.901280E-1,7.971765E-1,8.051282E-1,8.130429E-1,8.214137E-1,8.308931E-1,8.411562E-1,8.489789E-1,8.551041E-1,8.620108E-1
"""TR651_T35_P13_dmin-0 M1""","""""","""""",88.01,-0.07,13.03,4.030390E-1,4.368556E-1,4.628349E-1,4.836107E-1,5.036300E-1,5.259910E-1,5.452422E-1,5.648122E-1,5.851243E-1,6.044474E-1,6.228908E-1,6.405677E-1,6.563066E-1,6.691674E-1,6.820398E-1,6.958346E-1,7.105042E-1,7.223867E-1,7.317037E-1,7.428576E-1,7.486540E-1,7.548340E-1,7.625888E-1,7.712200E-1,7.790054E-1,7.843710E-1,7.901280E-1,7.971765E-1,8.051282E-1,8.130429E-1,8.214137E-1,8.308931E-1,8.411562E-1,8.489789E-1,8.551041E-1,8.620108E-1
"""TR651_T35_P13_dmin-0 M2""","""""","""""",87.99,-0.06,13.18,0.000000E+0,0.000000E+0,4.628349E-1,4.823057E-1,5.022729E-1,5.242815E-1,5.437528E-1,5.634109E-1,5.836263E-1,6.028580E-1,6.213933E-1,6.390495E-1,6.548260E-1,6.680102E-1,6.809095E-1,6.944976E-1,7.091899E-1,7.218644E-1,7.317037E-1,7.428576E-1,7.486540E-1,7.548340E-1,7.625888E-1,7.712200E-1,7.790054E-1,7.843710E-1,7.901280E-1,7.971765E-1,8.051282E-1,8.130429E-1,8.214137E-1,8.308931E-1,8.411562E-1,8.489789E-1,8.551041E-1,8.620108E-1
"""TR651_T35_P13_dmin-1 M0""","""""","""""",87.84,0.05,13.41,4.015852E-1,4.330547E-1,4.580706E-1,4.768727E-1,4.970644E-1,5.188394E-1,5.381390E-1,5.577110E-1,5.779948E-1,5.969202E-1,6.159344E-1,6.339888E-1,6.500497E-1,6.635201E-1,6.766263E-1,6.905932E-1,7.057757E-1,7.186056E-1,7.287585E-1,7.402642E-1,7.465627E-1,7.530561E-1,7.608705E-1,7.696734E-1,7.777783E-1,7.833043E-1,7.894698E-1,7.965429E-1,8.048673E-1,8.129568E-1,8.213745E-1,8.309311E-1,8.414049E-1,8.490604E-1,8.557519E-1,8.628833E-1
"""TR651_T35_P13_dmin-1 M1""","""""","""""",87.85,0.02,13.40,4.015852E-1,4.330547E-1,4.580706E-1,4.768254E-1,4.973262E-1,5.194011E-1,5.384856E-1,5.579724E-1,5.783309E-1,5.974345E-1,6.164869E-1,6.345931E-1,6.506627E-1,6.641588E-1,6.772633E-1,6.912516E-1,7.064988E-1,7.188828E-1,7.287585E-1,7.402642E-1,7.465627E-1,7.530561E-1,7.608705E-1,7.696734E-1,7.777783E-1,7.833043E-1,7.894698E-1,7.965429E-1,8.048673E-1,8.129568E-1,8.213745E-1,8.309311E-1,8.414049E-1,8.490604E-1,8.557519E-1,8.628833E-1
"""TR651_T35_P13_dmin-1 M2""","""""","""""",87.83,0.04,13.54,0.000000E+0,0.000000E+0,4.580706E-1,4.770350E-1,4.964821E-1,5.178475E-1,5.370191E-1,5.565742E-1,5.769482E-1,5.958437E-1,6.148977E-1,6.330894E-1,6.492210E-1,6.628460E-1,6.761631E-1,6.900991E-1,7.052065E-1,7.183401E-1,7.287585E-1,7.402642E-1,7.465627E-1,7.530561E-1,7.608705E-1,7.696734E-1,7.777783E-1,7.833043E-1,7.894698E-1,7.965429E-1,8.048673E-1,8.129568E-1,8.213745E-1,8.309311E-1,8.414049E-1,8.490604E-1,8.557519E-1,8.628833E-1
"""TR651_T35_P13_dmin-2 M0""","""""","""""",87.77,0.07,13.45,3.996407E-1,4.314469E-1,4.563013E-1,4.763926E-1,4.950954E-1,5.169045E-1,5.365167E-1,5.561376E-1,5.763687E-1,5.951445E-1,6.141216E-1,6.323501E-1,6.484012E-1,6.618641E-1,6.750003E-1,6.888887E-1,7.041872E-1,7.170556E-1,7.272220E-1,7.388115E-1,7.450262E-1,7.514957E-1,7.595770E-1,7.684366E-1,7.766380E-1,7.820928E-1,7.881660E-1,7.952677E-1,8.036032E-1,8.119497E-1,8.205346E-1,8.301769E-1,8.406321E-1,8.485791E-1,8.548309E-1,8.619598E-1
"""TR651_T35_P13_dmin-2 M1""","""""","""""",87.78,0.04,13.43,3.996407E-1,4.314469E-1,4.563013E-1,4.763508E-1,4.953652E-1,5.174596E-1,5.368868E-1,5.563941E-1,5.767263E-1,5.956424E-1,6.146166E-1,6.329517E-1,6.489974E-1,6.624767E-1,6.756248E-1,6.895998E-1,7.049237E-1,7.173571E-1,7.272220E-1,7.388115E-1,7.450262E-1,7.514957E-1,7.595770E-1,7.684366E-1,7.766380E-1,7.820928E-1,7.881660E-1,7.952677E-1,8.036032E-1,8.119497E-1,8.205346E-1,8.301769E-1,8.406321E-1,8.485791E-1,8.548309E-1,8.619598E-1
"""TR651_T35_P13_dmin-2 M2""","""""","""""",87.75,0.06,13.57,0.000000E+0,0.000000E+0,4.563013E-1,4.765359E-1,4.944956E-1,5.159243E-1,5.353208E-1,5.550221E-1,5.752558E-1,5.941024E-1,6.131929E-1,6.314548E-1,6.475952E-1,6.612175E-1,6.745462E-1,6.883550E-1,7.036074E-1,7.167667E-1,7.272220E-1,7.388115E-1,7.450262E-1,7.514957E-1,7.595770E-1,7.684366E-1,7.766380E-1,7.820928E-1,7.881660E-1,7.952677E-1,8.036032E-1,8.119497E-1,8.205346E-1,8.301769E-1,8.406321E-1,8.485791E-1,8.548309E-1,8.619598E-1
"""TR651_T35_P14_dmax-0 M0""","""""","""""",42.46,9.80,14.11,9.152493E-2,8.720518E-2,8.445650E-2,8.115906E-2,7.902364E-2,7.864675E-2,7.818849E-2,7.892708E-2,8.043987E-2,8.234616E-2,8.508461E-2,8.805997E-2,9.172647E-2,9.528279E-2,9.966108E-2,1.050917E-1,1.111681E-1,1.175929E-1,1.245190E-1,1.326282E-1,1.407757E-1,1.498695E-1,1.598454E-1,1.710390E-1,1.829706E-1,1.949140E-1,2.079055E-1,2.219892E-1,2.370304E-1,2.521731E-1,2.681596E-1,2.847842E-1,3.020570E-1,3.191907E-1,3.356427E-1,3.522286E-1
"""TR651_T35_P14_dmax-0 M1""","""""","""""",42.46,9.80,14.10,9.152493E-2,8.720518E-2,8.445650E-2,8.110483E-2,7.907604E-2,7.869346E-2,7.820411E-2,7.894319E-2,8.045880E-2,8.237879E-2,8.511786E-2,8.807851E-2,9.175476E-2,9.528736E-2,9.966549E-2,1.050966E-1,1.111726E-1,1.176052E-1,1.245190E-1,1.326282E-1,1.407757E-1,1.498695E-1,1.598454E-1,1.710390E-1,1.829706E-1,1.949140E-1,2.079055E-1,2.219892E-1,2.370304E-1,2.521731E-1,2.681596E-1,2.847842E-1,3.020570E-1,3.191907E-1,3.356427E-1,3.522286E-1
"""TR651_T35_P14_dmax-0 M2""","""""","""""",42.46,9.79,14.17,0.000000E+0,0.000000E+0,8.445650E-2,8.134516E-2,7.890712E-2,7.856428E-2,7.813802E-2,7.885703E-2,8.038089E-2,8.227784E-2,8.502223E-2,8.803237E-2,9.168821E-2,9.527797E-2,9.965788E-2,1.050880E-1,1.111645E-1,1.175811E-1,1.245190E-1,1.326282E-1,1.407757E-1,1.498695E-1,1.598454E-1,1.710390E-1,1.829706E-1,1.949140E-1,2.079055E-1,2.219892E-1,2.370304E-1,2.521731E-1,2.681596E-1,2.847842E-1,3.020570E-1,3.191907E-1,3.356427E-1,3.522286E-1
"""TR651_T35_P14_dmax-1 M0""","""""","""""",42.85,10.00,14.52,8.925448E-2,8.814512E-2,8.531025E-2,8.116214E-2,7.954908E-2,7.930350E-2,7.890629E-2,7.951733E-2,8.108798E-2,8.310824E-2,8.589899E-2,8.917276E-2,9.274834E-2,9.674054E-2,1.013746E-1,1.067567E-1,1.130362E-1,1.197124E-1,1.269441E-1,1.353714E-1,1.437803E-1,1.531725E-1,1.636278E-1,1.752933E-1,1.873974E-1,1.997788E-1,2.131940E-1,2.279310E-1,2.433124E-1,2.586017E-1,2.749084E-1,2.921770E-1,3.096253E-1,3.269374E-1,3.442445E-1,3.612007E-1
"""TR651_T35_P14_dmax-1 M1""","""""","""""",42.85,10.00,14.51,8.925448E-2,8.814512E-2,8.531025E-2,8.123835E-2,7.962245E-2,7.936200E-2,7.894615E-2,7.952064E-2,8.107983E-2,8.312105E-2,8.592509E-2,8.921862E-2,9.276840E-2,9.676290E-2,1.013955E-1,1.068099E-1,1.130969E-1,1.197179E-1,1.269441E-1,1.353714E-1,1.437803E-1,1.531725E-1,1.636278E-1,1.752933E-1,1.873974E-1,1.997788E-1,2.131940E-1,2.279310E-1,2.433124E-1,2.586017E-1,2.749084E-1,2.921770E-1,3.096253E-1,3.269374E-1,3.442445E-1,3.612007E-1
"""TR651_T35_P14_dmax-1 M2""","""""","""""",42.84,9.99,14.57,0.000000E+0,0.000000E+0,8.531025E-2,8.090057E-2,7.938596E-2,7.920019E-2,7.877751E-2,7.950293E-2,8.111333E-2,8.308142E-2,8.585002E-2,8.910450E-2,9.272122E-2,9.671695E-2,1.013594E-1,1.067168E-1,1.129885E-1,1.197071E-1,1.269441E-1,1.353714E-1,1.437803E-1,1.531725E-1,1.636278E-1,1.752933E-1,1.873974E-1,1.997788E-1,2.131940E-1,2.279310E-1,2.433124E-1,2.586017E-1,2.749084E-1,2.921770E-1,3.096253E-1,3.269374E-1,3.442445E-1,3.612007E-1
"""TR651_T35_P14_dmax-2 M0""","""""","""""",43.10,9.76,14.38,9.076606E-2,8.884932E-2,8.622777E-2,8.338351E-2,8.079723E-2,8.063667E-2,8.027276E-2,8.128209E-2,8.286369E-2,8.487797E-2,8.752970E-2,9.083202E-2,9.457049E-2,9.831455E-2,1.032266E-1,1.087957E-1,1.149642E-1,1.217008E-1,1.288176E-1,1.371446E-1,1.454163E-1,1.547708E-1,1.649797E-1,1.764490E-1,1.884393E-1,2.004469E-1,2.137966E-1,2.281758E-1,2.431458E-1,2.581228E-1,2.740512E-1,2.909415E-1,3.081378E-1,3.250855E-1,3.420050E-1,3.585580E-1
"""TR651_T35_P14_dmax-2 M1""","""""","""""",43.10,9.75,14.38,9.076606E-2,8.884932E-2,8.622777E-2,8.326505E-2,8.075029E-2,8.066565E-2,8.026836E-2,8.129451E-2,8.287390E-2,8.486524E-2,8.754037E-2,9.081869E-2,9.455188E-2,9.835976E-2,1.032394E-1,1.088303E-1,1.149908E-1,1.217207E-1,1.288176E-1,1.371446E-1,1.454163E-1,1.547708E-1,1.649797E-1,1.764490E-1,1.884393E-1,2.004469E-1,2.137966E-1,2.281758E-1,2.431458E-1,2.581228E-1,2.740512E-1,2.909415E-1,3.081378E-1,3.250855E-1,3.420050E-1,3.585580E-1
"""TR651_T35_P14_dmax-2 M2""","""""","""""",43.09,9.75,14.42,0.000000E+0,0.000000E+0,8.622777E-2,8.379006E-2,8.090159E-2,8.058550E-2,8.028697E-2,8.122803E-2,8.283192E-2,8.490460E-2,8.750967E-2,9.085187E-2,9.459563E-2,9.826684E-2,1.032172E-1,1.087698E-1,1.149433E-1,1.216817E-1,1.288176E-1,1.371446E-1,1.454163E-1,1.547708E-1,1.649797E-1,1.764490E-1,1.884393E-1,2.004469E-1,2.137966E-1,2.281758E-1,2.431458E-1,2.581228E-1,2.740512E-1,2.909415E-1,3.081378E-1,3.250855E-1,3.420050E-1,3.585580E-1
"""TR651_T35_P14_dmin-0 M0""","""""","""""",87.43,-0.36,11.42,4.090869E-1,4.419219E-1,4.668755E-1,4.877560E-1,5.096937E-1,5.326851E-1,5.533221E-1,5.734087E-1,5.927355E-1,6.104234E-1,6.272281E-1,6.425535E-1,6.559997E-1,6.663258E-1,6.764750E-1,6.874637E-1,7.001960E-1,7.109821E-1,7.188736E-1,7.276806E-1,7.310615E-1,7.353334E-1,7.419071E-1,7.499102E-1,7.571903E-1,7.621112E-1,7.670913E-1,7.740610E-1,7.826163E-1,7.920036E-1,8.024960E-1,8.141499E-1,8.256900E-1,8.343105E-1,8.413570E-1,8.487507E-1
"""TR651_T35_P14_dmin-0 M1""","""""","""""",87.44,-0.38,11.41,4.090869E-1,4.419219E-1,4.668755E-1,4.875780E-1,5.097550E-1,5.330848E-1,5.535665E-1,5.735807E-1,5.929911E-1,6.107572E-1,6.275952E-1,6.429763E-1,6.564326E-1,6.667111E-1,6.768861E-1,6.879371E-1,7.006160E-1,7.111090E-1,7.188736E-1,7.276806E-1,7.310615E-1,7.353334E-1,7.419071E-1,7.499102E-1,7.571903E-1,7.621112E-1,7.670913E-1,7.740610E-1,7.826163E-1,7.920036E-1,8.024960E-1,8.141499E-1,8.256900E-1,8.343105E-1,8.413570E-1,8.487507E-1
"""TR651_T35_P14_dmin-0 M2""","""""","""""",87.42,-0.38,11.52,0.000000E+0,0.000000E+0,4.668755E-1,4.883667E-1,5.095572E-1,5.319793E-1,5.525323E-1,5.726610E-1,5.919399E-1,6.097247E-1,6.265395E-1,6.419243E-1,6.554144E-1,6.659191E-1,6.761761E-1,6.871084E-1,6.998653E-1,7.108606E-1,7.188736E-1,7.276806E-1,7.310615E-1,7.353334E-1,7.419071E-1,7.499102E-1,7.571903E-1,7.621112E-1,7.670913E-1,7.740610E-1,7.826163E-1,7.920036E-1,8.024960E-1,8.141499E-1,8.256900E-1,8.343105E-1,8.413570E-1,8.487507E-1
"""TR651_T35_P14_dmin-1 M0""","""""","""""",87.42,-0.33,11.44,4.073192E-1,4.405531E-1,4.666041E-1,4.875546E-1,5.090086E-1,5.324942E-1,5.533650E-1,5.731089E-1,5.922543E-1,6.099270E-1,6.266119E-1,6.423222E-1,6.556399E-1,6.661782E-1,6.759551E-1,6.870770E-1,6.999490E-1,7.106789E-1,7.187822E-1,7.275696E-1,7.311593E-1,7.353535E-1,7.420925E-1,7.501268E-1,7.574664E-1,7.621061E-1,7.673061E-1,7.742406E-1,7.829221E-1,7.923260E-1,8.025010E-1,8.139932E-1,8.253301E-1,8.336172E-1,8.404521E-1,8.477979E-1
"""TR651_T35_P14_dmin-1 M1""","""""","""""",87.43,-0.35,11.42,4.073192E-1,4.405531E-1,4.666041E-1,4.872387E-1,5.090482E-1,5.328943E-1,5.536200E-1,5.732956E-1,5.925235E-1,6.102852E-1,6.269750E-1,6.427559E-1,6.560692E-1,6.665577E-1,6.762803E-1,6.874866E-1,7.003732E-1,7.108166E-1,7.187822E-1,7.275696E-1,7.311593E-1,7.353535E-1,7.420925E-1,7.501268E-1,7.574664E-1,7.621061E-1,7.673061E-1,7.742406E-1,7.829221E-1,7.923260E-1,8.025010E-1,8.139932E-1,8.253301E-1,8.336172E-1,8.404521E-1,8.477979E-1
"""TR651_T35_P14_dmin-1 M2""","""""","""""",87.41,-0.36,11.54,0.000000E+0,0.000000E+0,4.666041E-1,4.886385E-1,5.089204E-1,5.317879E-1,5.525410E-1,5.722969E-1,5.914162E-1,6.091772E-1,6.259307E-1,6.416767E-1,6.550598E-1,6.657776E-1,6.757187E-1,6.867696E-1,6.996150E-1,7.105469E-1,7.187822E-1,7.275696E-1,7.311593E-1,7.353535E-1,7.420925E-1,7.501268E-1,7.574664E-1,7.621061E-1,7.673061E-1,7.742406E-1,7.829221E-1,7.923260E-1,8.025010E-1,8.139932E-1,8.253301E-1,8.336172E-1,8.404521E-1,8.477979E-1
"""TR651_T35_P14_dmin-2 M0""","""""","""""",86.82,-0.32,11.89,3.963561E-1,4.281538E-1,4.529835E-1,4.730847E-1,4.940374E-1,5.168597E-1,5.372462E-1,5.570512E-1,5.767472E-1,5.948485E-1,6.118914E-1,6.279889E-1,6.420001E-1,6.528274E-1,6.633685E-1,6.746711E-1,6.875303E-1,6.983165E-1,7.063897E-1,7.156643E-1,7.197223E-1,7.243132E-1,7.311261E-1,7.391945E-1,7.466031E-1,7.516003E-1,7.569196E-1,7.637759E-1,7.723964E-1,7.816170E-1,7.918357E-1,8.029976E-1,8.148331E-1,8.233056E-1,8.303093E-1,8.380533E-1
"""TR651_T35_P14_dmin-2 M1""","""""","""""",86.83,-0.34,11.88,3.963561E-1,4.281538E-1,4.529835E-1,4.731862E-1,4.942536E-1,5.172718E-1,5.374907E-1,5.572386E-1,5.769944E-1,5.951789E-1,6.122338E-1,6.284289E-1,6.424403E-1,6.532031E-1,6.637333E-1,6.750752E-1,6.879573E-1,6.984894E-1,7.063897E-1,7.156643E-1,7.197223E-1,7.243132E-1,7.311261E-1,7.391945E-1,7.466031E-1,7.516003E-1,7.569196E-1,7.637759E-1,7.723964E-1,7.816170E-1,7.918357E-1,8.029976E-1,8.148331E-1,8.233056E-1,8.303093E-1,8.380533E-1
"""TR651_T35_P14_dmin-2 M2""","""""","""""",86.82,-0.35,12.00,0.000000E+0,0.000000E+0,4.529835E-1,4.727365E-1,4.935567E-1,5.161319E-1,5.364560E-1,5.562361E-1,5.759774E-1,5.941567E-1,6.112490E-1,6.273339E-1,6.414050E-1,6.524307E-1,6.631032E-1,6.743677E-1,6.871942E-1,6.981509E-1,7.063897E-1,7.156643E-1,7.197223E-1,7.243132E-1,7.311261E-1,7.391945E-1,7.466031E-1,7.516003E-1,7.569196E-1,7.637759E-1,7.723964E-1,7.816170E-1,7.918357E-1,8.029976E-1,8.148331E-1,8.233056E-1,8.303093E-1,8.380533E-1
"""TR651_T35_P15_dmax-0 M0""","""""","""""",37.06,3.79,7.17,8.055497E-2,7.937966E-2,7.704518E-2,7.408940E-2,7.299015E-2,7.277151E-2,7.262011E-2,7.311623E-2,7.457118E-2,7.609792E-2,7.785779E-2,7.980581E-2,8.166661E-2,8.341707E-2,8.528627E-2,8.763085E-2,9.021363E-2,9.269483E-2,9.499098E-2,9.791298E-2,1.006292E-1,1.037392E-1,1.073110E-1,1.112201E-1,1.153011E-1,1.194036E-1,1.239266E-1,1.289261E-1,1.343768E-1,1.393617E-1,1.450627E-1,1.511458E-1,1.576282E-1,1.640570E-1,1.705822E-1,1.767469E-1
"""TR651_T35_P15_dmax-0 M1""","""""","""""",37.06,3.79,7.16,8.055497E-2,7.937966E-2,7.704518E-2,7.425947E-2,7.298691E-2,7.274359E-2,7.264511E-2,7.312953E-2,7.458875E-2,7.610659E-2,7.787666E-2,7.982595E-2,8.171645E-2,8.341216E-2,8.525014E-2,8.760456E-2,9.020528E-2,9.271379E-2,9.499098E-2,9.791298E-2,1.006292E-1,1.037392E-1,1.073110E-1,1.112201E-1,1.153011E-1,1.194036E-1,1.239266E-1,1.289261E-1,1.343768E-1,1.393617E-1,1.450627E-1,1.511458E-1,1.576282E-1,1.640570E-1,1.705822E-1,1.767469E-1
"""TR651_T35_P15_dmax-0 M2""","""""","""""",37.06,3.77,7.22,0.000000E+0,0.000000E+0,7.704518E-2,7.350573E-2,7.299736E-2,7.282081E-2,7.253931E-2,7.305838E-2,7.451648E-2,7.607976E-2,7.782239E-2,7.977583E-2,8.159924E-2,8.342225E-2,8.531255E-2,8.765057E-2,9.022020E-2,9.267668E-2,9.499098E-2,9.791298E-2,1.006292E-1,1.037392E-1,1.073110E-1,1.112201E-1,1.153011E-1,1.194036E-1,1.239266E-1,1.289261E-1,1.343768E-1,1.393617E-1,1.450627E-1,1.511458E-1,1.576282E-1,1.640570E-1,1.705822E-1,1.767469E-1
"""TR651_T35_P15_dmax-1 M0""","""""","""""",37.54,3.81,7.25,8.105250E-2,8.086683E-2,7.905017E-2,7.565363E-2,7.437331E-2,7.444512E-2,7.479399E-2,7.523208E-2,7.654660E-2,7.806170E-2,7.993767E-2,8.202962E-2,8.403482E-2,8.569611E-2,8.763549E-2,8.993495E-2,9.261264E-2,9.520955E-2,9.769484E-2,1.006965E-1,1.035044E-1,1.065516E-1,1.101868E-1,1.142097E-1,1.184265E-1,1.226943E-1,1.273655E-1,1.324048E-1,1.380832E-1,1.434731E-1,1.491837E-1,1.553909E-1,1.621098E-1,1.686329E-1,1.754156E-1,1.822764E-1
